DoseRespID,ObsID,Dose,DoseUnit,TotalAnimals,WithTumours
146659,41886,0,ug/kg/day,14,0
192248,41941,0,mg/kg/day,16,1
192249,41942,0,mg/kg/day,16,0
192250,41943,0,mg/kg/day,16,1
192244,41944,0,mg/kg/day,20,0
192245,41945,0,mg/kg/day,20,0
192246,41946,0,mg/kg/day,20,1
192247,41947,0,mg/kg/day,20,1
192251,41948,0,mg/kg/day,21,0
192252,41949,0,mg/kg/day,21,2
192253,41950,0,mg/kg/day,21,2
193544,41966,0,mg/kg/day,100,1
196210,42056,0,mg/kg/day,44,1
196209,42057,0,mg/kg/day,32,0
196638,42059,0,mg/kg/day,22,1
196639,42060,0,mg/kg/day,30,2
197334,42085,0,mg/kg/day,9,0
198898,42225,0,mg/kg/day,16,1
195284,42372,0,mg/kg/day,125,6
195295,42373,0,mg/kg/day,125,6
195298,42374,0,mg/kg/day,125,109
195289,42375,0,mg/kg/day,121,2
195304,42376,0,mg/kg/day,121,90
195305,42377,0,mg/kg/day,121,62
195319,42378,0,mg/kg/day,121,0
195313,42379,0,mg/kg/day,120,1
195316,42380,0,mg/kg/day,120,113
195325,42381,0,mg/kg/day,120,1
195326,42382,0,mg/kg/day,120,7
195327,42383,0,mg/kg/day,120,2
195328,42384,0,mg/kg/day,120,116
195329,42385,0,mg/kg/day,120,113
195330,42386,0,mg/kg/day,120,60
195990,42393,0,mg/kg/day,48,3
197313,42413,0,mg/kg/day,21,1
150220,42460,0,ug/kg/day,120,43
150221,42461,0,ug/kg/day,120,13
146663,42543,0,ug/kg/day,144,0
146664,42544,0,ug/kg/day,144,1
146945,42558,0,ug/kg/day,50,0
146946,42559,0,ug/kg/day,50,0
146947,42560,0,ug/kg/day,50,1
146951,42561,0,ug/kg/day,50,12
146952,42562,0,ug/kg/day,50,3
146953,42563,0,ug/kg/day,50,0
146954,42564,0,ug/kg/day,50,0
194009,42627,0,mg/kg/day,12,0
194010,42628,0,mg/kg/day,12,0
194013,42629,0,mg/kg/day,12,0
194014,42630,0,mg/kg/day,12,0
147722,42641,0,ug/kg/day,73,2
147728,42642,0,ug/kg/day,77,0
147729,42643,0,ug/kg/day,77,0
147730,42644,0,ug/kg/day,77,0
147738,42645,0,ug/kg/day,77,0
147739,42646,0,ug/kg/day,77,0
147740,42647,0,ug/kg/day,73,2
147747,42648,0,ug/kg/day,77,0
147748,42649,0,ug/kg/day,77,0
147749,42650,0,ug/kg/day,96,2
148131,42652,0,ug/kg/day,10,0
148132,42653,0,ug/kg/day,10,0
148133,42654,0,ug/kg/day,10,0
195112,42669,0,mg/kg/day,49,0
195113,42670,0,mg/kg/day,49,0
195114,42671,0,mg/kg/day,49,0
195115,42672,0,mg/kg/day,49,1
195117,42673,0,mg/kg/day,47,3
195106,42674,0,mg/kg/day,50,1
195108,42675,0,mg/kg/day,50,13
195109,42676,0,mg/kg/day,50,0
195111,42677,0,mg/kg/day,50,22
197291,42757,0,mg/kg/day,64,1
149147,42758,0,ug/kg/day,60,0
149330,42774,0,ug/kg/day,80,1
148158,42932,0,ug/kg/day,50,4
148160,42933,0,ug/kg/day,50,30
148161,42934,0,ug/kg/day,50,6
148434,42998,0,ug/kg/day,50,6
148435,42999,0,ug/kg/day,50,9
148436,43000,0,ug/kg/day,50,0
148437,43001,0,ug/kg/day,50,14
148438,43002,0,ug/kg/day,50,12
148439,43003,0,ug/kg/day,50,13
134118,43048,0,g/kg/day,44,3
134120,43049,0,g/kg/day,46,28
134121,43050,0,g/kg/day,49,5
148998,43069,0,ug/kg/day,50,5
148999,43070,0,ug/kg/day,50,0
149006,43071,0,ug/kg/day,50,6
149007,43072,0,ug/kg/day,50,0
199328,43189,0,mg/kg/day,24,0
199329,43190,0,mg/kg/day,24,3
195216,43258,0,mg/kg/day,100,5
195217,43259,0,mg/kg/day,100,1
195220,43260,0,mg/kg/day,100,11
195223,43261,0,mg/kg/day,100,7
195224,43262,0,mg/kg/day,100,1
195226,43263,0,mg/kg/day,100,35
195227,43264,0,mg/kg/day,100,38
195231,43265,0,mg/kg/day,115,18
195233,43266,0,mg/kg/day,115,0
195235,43267,0,mg/kg/day,115,23
149120,43314,0,ug/kg/day,36,0
149121,43315,0,ug/kg/day,36,1
149122,43316,0,ug/kg/day,36,1
149123,43317,0,ug/kg/day,36,0
198848,43336,0,mg/kg/day,100,5
198849,43337,0,mg/kg/day,100,21
198850,43338,0,mg/kg/day,100,16
198853,43339,0,mg/kg/day,100,41
198854,43340,0,mg/kg/day,100,11
198855,43341,0,mg/kg/day,100,49
198856,43342,0,mg/kg/day,100,1
198857,43343,0,mg/kg/day,100,7
198860,43344,0,mg/kg/day,100,6
198861,43345,0,mg/kg/day,100,38
198863,43346,0,mg/kg/day,115,41
198864,43347,0,mg/kg/day,115,1
198866,43348,0,mg/kg/day,115,18
198867,43349,0,mg/kg/day,115,80
198868,43350,0,mg/kg/day,115,72
198869,43351,0,mg/kg/day,115,0
198870,43352,0,mg/kg/day,115,1
198872,43353,0,mg/kg/day,115,37
198873,43354,0,mg/kg/day,115,57
150567,43367,0,ug/kg/day,200,11
150568,43368,0,ug/kg/day,200,7
150569,43369,0,ug/kg/day,200,4
146668,43428,0,ug/kg/day,47,0
146669,43429,0,ug/kg/day,34,0
146670,43430,0,ug/kg/day,14,0
146671,43431,0,ug/kg/day,14,0
146672,43432,0,ug/kg/day,14,0
146673,43433,0,ug/kg/day,26,0
146674,43434,0,ug/kg/day,39,0
146675,43435,0,ug/kg/day,45,0
146683,43436,0,ug/kg/day,85,0
146684,43437,0,ug/kg/day,54,0
150273,43438,0,ug/kg/day,11,0
150274,43439,0,ug/kg/day,20,2
193337,43459,0,mg/kg/day,50,29
193338,43460,0,mg/kg/day,50,19
193339,43461,0,mg/kg/day,50,19
193340,43462,0,mg/kg/day,50,32
147788,43555,0,ug/kg/day,10,0
147789,43556,0,ug/kg/day,10,0
147790,43557,0,ug/kg/day,10,0
148371,43572,0,ug/kg/day,8,0
195335,43573,0,mg/kg/day,5,0
195338,43574,0,mg/kg/day,16,0
195339,43575,0,mg/kg/day,16,0
195340,43576,0,mg/kg/day,16,0
148406,43616,0,ug/kg/day,100,1
148409,43617,0,ug/kg/day,100,30
148411,43618,0,ug/kg/day,100,66
148412,43619,0,ug/kg/day,99,0
148413,43620,0,ug/kg/day,99,2
195659,43621,0,mg/kg/day,150,7
195663,43622,0,mg/kg/day,150,0
197887,43713,0,mg/kg/day,51,1
197888,43714,0,mg/kg/day,51,0
197891,43715,0,mg/kg/day,49,0
197892,43716,0,mg/kg/day,49,4
197893,43717,0,mg/kg/day,49,8
198043,43775,0,mg/kg/day,50,0
198049,43776,0,mg/kg/day,50,14
198988,43838,0,mg/kg/day,50,0
198989,43839,0,mg/kg/day,50,0
199001,43840,0,mg/kg/day,49,0
150409,43843,0,ug/kg/day,22,1
150411,43844,0,ug/kg/day,15,1
199516,43845,0,mg/kg/day,6,0
199517,43846,0,mg/kg/day,6,0
199504,43847,0,mg/kg/day,15,0
199484,43848,0,mg/kg/day,104,0
150460,43849,0,ug/kg/day,100,0
150461,43850,0,ug/kg/day,100,0
150462,43851,0,ug/kg/day,100,2
150463,43852,0,ug/kg/day,100,0
150464,43853,0,ug/kg/day,100,0
150465,43854,0,ug/kg/day,100,0
150476,43855,0,ug/kg/day,100,27
150478,43856,0,ug/kg/day,100,1
150479,43857,0,ug/kg/day,100,0
150480,43858,0,ug/kg/day,100,0
150481,43859,0,ug/kg/day,100,0
150486,43860,0,ug/kg/day,100,24
199878,43888,0,mg/kg/day,50,0
199882,43889,0,mg/kg/day,50,1
200019,43914,0,mg/kg/day,48,9
200020,43915,0,mg/kg/day,48,13
200041,43916,0,mg/kg/day,47,45
193778,44021,0,mg/kg/day,25,4
193779,44022,0,mg/kg/day,25,8
193780,44023,0,mg/kg/day,25,0
193781,44024,0,mg/kg/day,151,0
193783,44025,0,mg/kg/day,151,0
194236,44034,0,mg/kg/day,8,0
194237,44035,0,mg/kg/day,8,0
194238,44036,0,mg/kg/day,8,0
194240,44037,0,mg/kg/day,8,0
194241,44038,0,mg/kg/day,8,0
194242,44039,0,mg/kg/day,8,0
195653,44081,0,mg/kg/day,51,2
148440,44082,0,ug/kg/day,51,2
148441,44083,0,ug/kg/day,51,3
148732,44105,0,ug/kg/day,49,12
148733,44106,0,ug/kg/day,49,1
196750,44107,0,mg/kg/day,100,1
196751,44108,0,mg/kg/day,100,4
196754,44109,0,mg/kg/day,100,2
196758,44110,0,mg/kg/day,100,2
196759,44111,0,mg/kg/day,100,0
149018,44117,0,ug/kg/day,24,0
148911,44118,0,ug/kg/day,25,5
148908,44119,0,ug/kg/day,25,4
148912,44120,0,ug/kg/day,25,4
198844,44164,0,mg/kg/day,28,0
198845,44165,0,mg/kg/day,28,0
198846,44166,0,mg/kg/day,28,0
198914,44176,0,mg/kg/day,132,6
148806,44241,0,ug/kg/day,100,0
193639,44307,0,mg/kg/day,50,2
148445,44368,0,ug/kg/day,49,0
148446,44369,0,ug/kg/day,49,10
148447,44370,0,ug/kg/day,49,3
148448,44371,0,ug/kg/day,49,35
148449,44372,0,ug/kg/day,50,4
148450,44373,0,ug/kg/day,50,1
199519,44452,0,mg/kg/day,5,0
192621,44507,0,mg/kg/day,36,0
192623,44508,0,mg/kg/day,35,0
192482,44761,0,mg/kg/day,17,0
192483,44762,0,mg/kg/day,17,1
192484,44763,0,mg/kg/day,17,2
192488,44764,0,mg/kg/day,18,2
192489,44765,0,mg/kg/day,18,1
192490,44766,0,mg/kg/day,18,3
192485,44767,0,mg/kg/day,16,0
192486,44768,0,mg/kg/day,16,0
192487,44769,0,mg/kg/day,16,0
192491,44770,0,mg/kg/day,16,0
192492,44771,0,mg/kg/day,16,0
133816,44794,0,g/kg/day,89,1
133817,44795,0,g/kg/day,91,2
133818,44796,0,g/kg/day,87,1
192336,44797,0,mg/kg/day,49,0
192435,44809,0,mg/kg/day,99,6
148965,44823,0,ug/kg/day,35,0
197120,44824,0,mg/kg/day,35,0
197121,44825,0,mg/kg/day,35,4
133822,44834,0,g/kg/day,7,0
199079,44867,0,mg/kg/day,50,8
199080,44868,0,mg/kg/day,50,17
150333,44873,0,ug/kg/day,170,26
150334,44874,0,ug/kg/day,170,7
150335,44875,0,ug/kg/day,170,15
150336,44876,0,ug/kg/day,170,55
150337,44877,0,ug/kg/day,170,29
150331,44878,0,ug/kg/day,82,9
150332,44879,0,ug/kg/day,82,31
199274,44880,0,mg/kg/day,50,16
192990,44911,0,mg/kg/day,88,3
192995,44912,0,mg/kg/day,40,2
192985,44913,0,mg/kg/day,85,8
147113,44979,0,ug/kg/day,60,9
147114,44980,0,ug/kg/day,60,22
147115,44981,0,ug/kg/day,44,8
147116,44982,0,ug/kg/day,44,11
147450,44993,0,ug/kg/day,149,50
193535,44994,0,mg/kg/day,36,0
193541,44995,0,mg/kg/day,30,0
193978,45016,0,mg/kg/day,71,18
147168,45029,0,ug/kg/day,167,161
147169,45030,0,ug/kg/day,73,50
193671,45032,0,mg/kg/day,17,1
193672,45033,0,mg/kg/day,17,0
193673,45034,0,mg/kg/day,17,2
193677,45035,0,mg/kg/day,18,2
193678,45036,0,mg/kg/day,18,1
193679,45037,0,mg/kg/day,18,3
193675,45038,0,mg/kg/day,16,0
197959,45121,0,mg/kg/day,17,0
197966,45122,0,mg/kg/day,18,1
197961,45123,0,mg/kg/day,16,0
197962,45124,0,mg/kg/day,16,0
197963,45125,0,mg/kg/day,16,0
148085,45151,0,ug/kg/day,17,1
148086,45152,0,ug/kg/day,17,2
148090,45153,0,ug/kg/day,18,1
148091,45154,0,ug/kg/day,18,2
148092,45155,0,ug/kg/day,18,3
148088,45156,0,ug/kg/day,16,0
147612,45231,0,ug/kg/day,9,0
147711,45234,0,ug/kg/day,13,1
147713,45235,0,ug/kg/day,24,12
147714,45236,0,ug/kg/day,17,0
147718,45237,0,ug/kg/day,11,4
147719,45238,0,ug/kg/day,11,3
147704,45239,0,ug/kg/day,20,0
194313,45250,0,mg/kg/day,17,1
194314,45251,0,mg/kg/day,17,0
194320,45252,0,mg/kg/day,18,2
194317,45253,0,mg/kg/day,16,0
194515,45263,0,mg/kg/day,17,1
194516,45264,0,mg/kg/day,17,2
194521,45265,0,mg/kg/day,18,2
194518,45266,0,mg/kg/day,16,0
148102,45271,0,ug/kg/day,17,0
148103,45272,0,ug/kg/day,17,1
148104,45273,0,ug/kg/day,17,2
148106,45274,0,ug/kg/day,16,0
148112,45275,0,ug/kg/day,16,0
195104,45309,0,mg/kg/day,16,0
195105,45310,0,mg/kg/day,16,3
148252,45334,0,ug/kg/day,59,1
148257,45335,0,ug/kg/day,49,17
148246,45336,0,ug/kg/day,52,18
148253,45337,0,ug/kg/day,53,15
148258,45338,0,ug/kg/day,55,12
148264,45339,0,ug/kg/day,39,0
148265,45340,0,ug/kg/day,39,6
148260,45341,0,ug/kg/day,51,1
148250,45342,0,ug/kg/day,54,46
148255,45343,0,ug/kg/day,52,3
148256,45344,0,ug/kg/day,52,34
148261,45345,0,ug/kg/day,50,6
148262,45346,0,ug/kg/day,50,37
148263,45347,0,ug/kg/day,55,2
148269,45348,0,ug/kg/day,15,0
148270,45349,0,ug/kg/day,15,4
148266,45350,0,ug/kg/day,73,50
148242,45351,0,ug/kg/day,39,6
148433,45399,0,ug/kg/day,65,4
196229,45505,0,mg/kg/day,89,1
196236,45506,0,mg/kg/day,49,0
196237,45507,0,mg/kg/day,50,0
196197,45561,0,mg/kg/day,55,0
196198,45562,0,mg/kg/day,44,0
196199,45563,0,mg/kg/day,55,0
196567,45573,0,mg/kg/day,72,0
196568,45574,0,mg/kg/day,72,0
196569,45575,0,mg/kg/day,25,2
196570,45576,0,mg/kg/day,67,0
196559,45577,0,mg/kg/day,30,0
196563,45578,0,mg/kg/day,14,1
196544,45579,0,mg/kg/day,48,3
196561,45580,0,mg/kg/day,88,3
196546,45581,0,mg/kg/day,35,2
196565,45582,0,mg/kg/day,85,2
196573,45583,0,mg/kg/day,30,0
196554,45584,0,mg/kg/day,22,0
196555,45585,0,mg/kg/day,22,0
148854,45639,0,ug/kg/day,167,161
148921,45674,0,ug/kg/day,47,9
148926,45675,0,ug/kg/day,38,2
150129,45676,0,ug/kg/day,17,0
150130,45677,0,ug/kg/day,17,1
150131,45678,0,ug/kg/day,17,2
150135,45679,0,ug/kg/day,18,2
150136,45680,0,ug/kg/day,18,1
150137,45681,0,ug/kg/day,18,3
150139,45682,0,ug/kg/day,16,0
148980,45683,0,ug/kg/day,47,9
148982,45684,0,ug/kg/day,47,4
148983,45685,0,ug/kg/day,38,5
146812,45688,0,ug/kg/day,49,0
146813,45689,0,ug/kg/day,49,7
146814,45690,0,ug/kg/day,49,0
146815,45691,0,ug/kg/day,49,0
146816,45692,0,ug/kg/day,49,8
146818,45693,0,ug/kg/day,70,14
146820,45694,0,ug/kg/day,70,6
146821,45695,0,ug/kg/day,70,13
146822,45696,0,ug/kg/day,70,29
146807,45697,0,ug/kg/day,33,3
146808,45698,0,ug/kg/day,36,1
146809,45699,0,ug/kg/day,36,1
197240,45705,0,mg/kg/day,17,0
197243,45706,0,mg/kg/day,16,0
197250,45707,0,mg/kg/day,16,0
197466,45747,0,mg/kg/day,17,0
197467,45748,0,mg/kg/day,17,1
197472,45749,0,mg/kg/day,18,1
197473,45750,0,mg/kg/day,18,2
197474,45751,0,mg/kg/day,18,3
149270,45791,0,ug/kg/day,33,3
149271,45792,0,ug/kg/day,36,1
197459,45793,0,mg/kg/day,71,3
197460,45794,0,mg/kg/day,71,5
197464,45795,0,mg/kg/day,90,4
197465,45796,0,mg/kg/day,80,8
197545,45834,0,mg/kg/day,24,0
197546,45835,0,mg/kg/day,24,0
197550,45836,0,mg/kg/day,28,0
197554,45837,0,mg/kg/day,35,0
197558,45838,0,mg/kg/day,32,0
149700,45922,0,ug/kg/day,92,54
149705,45923,0,ug/kg/day,39,6
149702,45924,0,ug/kg/day,73,50
149703,45925,0,ug/kg/day,50,1
149433,45927,0,ug/kg/day,15,0
149434,45928,0,ug/kg/day,15,4
149435,45929,0,ug/kg/day,15,8
150127,46028,0,ug/kg/day,36,1
198076,46029,0,mg/kg/day,40,1
198078,46030,0,mg/kg/day,40,0
150097,46037,0,ug/kg/day,8,0
198893,46075,0,mg/kg/day,22,0
198894,46076,0,mg/kg/day,22,0
148138,46147,0,ug/kg/day,17,1
148139,46148,0,ug/kg/day,17,0
148142,46149,0,ug/kg/day,16,0
148149,46150,0,ug/kg/day,16,0
150392,46183,0,ug/kg/day,11,7
150457,46195,0,ug/kg/day,20,0
150458,46196,0,ug/kg/day,20,0
199833,46234,0,mg/kg/day,20,0
199835,46235,0,mg/kg/day,20,0
150660,46341,0,ug/kg/day,33,3
150661,46342,0,ug/kg/day,36,1
200736,46343,0,mg/kg/day,100,33
193537,46390,0,mg/kg/day,32,0
193542,46391,0,mg/kg/day,50,41
193543,46392,0,mg/kg/day,46,24
196551,46414,0,mg/kg/day,47,7
197879,46445,0,mg/kg/day,36,0
149429,46453,0,ug/kg/day,16,0
149430,46454,0,ug/kg/day,16,0
149431,46455,0,ug/kg/day,16,0
198876,46463,0,mg/kg/day,99,23
198877,46464,0,mg/kg/day,97,76
198878,46465,0,mg/kg/day,103,61
134275,46466,0,g/kg/day,20,2
198891,46467,0,mg/kg/day,8,0
134277,46468,0,g/kg/day,20,2
134280,46469,0,g/kg/day,8,1
134281,46470,0,g/kg/day,8,1
146652,46497,0,ug/kg/day,11,0
146655,46498,0,ug/kg/day,20,2
146656,46499,0,ug/kg/day,20,2
146657,46500,0,ug/kg/day,20,11
192241,46531,0,mg/kg/day,20,0
192242,46532,0,mg/kg/day,20,0
192243,46533,0,mg/kg/day,20,0
193545,46548,0,mg/kg/day,100,1
193546,46549,0,mg/kg/day,100,0
193547,46550,0,mg/kg/day,100,84
193548,46551,0,mg/kg/day,100,1
193549,46552,0,mg/kg/day,100,2
193550,46553,0,mg/kg/day,100,69
193630,46557,0,mg/kg/day,20,1
193631,46558,0,mg/kg/day,20,10
197335,46667,0,mg/kg/day,9,0
192211,46851,0,mg/kg/day,13,0
148209,46911,0,ug/kg/day,80,0
195285,46912,0,mg/kg/day,125,27
195286,46913,0,mg/kg/day,125,73
195287,46914,0,mg/kg/day,125,90
195288,46915,0,mg/kg/day,125,109
195296,46916,0,mg/kg/day,125,27
195297,46917,0,mg/kg/day,125,4
195299,46918,0,mg/kg/day,125,90
195300,46919,0,mg/kg/day,125,73
148210,46920,0,ug/kg/day,80,0
195290,46921,0,mg/kg/day,121,44
195291,46922,0,mg/kg/day,121,28
195292,46923,0,mg/kg/day,121,60
195293,46924,0,mg/kg/day,121,62
195294,46925,0,mg/kg/day,121,90
195301,46926,0,mg/kg/day,121,28
195302,46927,0,mg/kg/day,121,44
195303,46928,0,mg/kg/day,121,5
195306,46929,0,mg/kg/day,121,60
148211,46930,0,ug/kg/day,80,0
195307,46931,0,mg/kg/day,121,4
195308,46932,0,mg/kg/day,121,1
195309,46933,0,mg/kg/day,121,0
195310,46934,0,mg/kg/day,121,114
195311,46935,0,mg/kg/day,121,97
195312,46936,0,mg/kg/day,121,72
195320,46937,0,mg/kg/day,121,1
195321,46938,0,mg/kg/day,121,4
195322,46939,0,mg/kg/day,121,97
195323,46940,0,mg/kg/day,121,72
195324,46941,0,mg/kg/day,121,114
148212,46942,0,ug/kg/day,80,0
195314,46943,0,mg/kg/day,120,2
195315,46944,0,mg/kg/day,120,7
195317,46945,0,mg/kg/day,120,60
195986,46952,0,mg/kg/day,48,0
195987,46953,0,mg/kg/day,48,0
195991,46954,0,mg/kg/day,48,5
148551,46964,0,ug/kg/day,99,1
148552,46965,0,ug/kg/day,99,0
197314,46972,0,mg/kg/day,21,6
197315,46973,0,mg/kg/day,19,4
146948,47110,0,ug/kg/day,50,9
146949,47111,0,ug/kg/day,50,0
146957,47112,0,ug/kg/day,49,0
194011,47151,0,mg/kg/day,12,0
147723,47162,0,ug/kg/day,75,5
147724,47163,0,ug/kg/day,77,3
147725,47164,0,ug/kg/day,77,10
147731,47165,0,ug/kg/day,77,3
147732,47166,0,ug/kg/day,73,2
147733,47167,0,ug/kg/day,77,10
147734,47168,0,ug/kg/day,75,5
147741,47169,0,ug/kg/day,77,3
147742,47170,0,ug/kg/day,77,10
147743,47171,0,ug/kg/day,75,5
147750,47172,0,ug/kg/day,77,3
147751,47173,0,ug/kg/day,77,10
147752,47174,0,ug/kg/day,75,5
195116,47185,0,mg/kg/day,49,1
195118,47186,0,mg/kg/day,47,26
195119,47187,0,mg/kg/day,47,19
195120,47188,0,mg/kg/day,47,7
195121,47189,0,mg/kg/day,47,6
195107,47190,0,mg/kg/day,50,0
195110,47191,0,mg/kg/day,50,1
197292,47258,0,mg/kg/day,64,0
197293,47259,0,mg/kg/day,64,2
197294,47260,0,mg/kg/day,64,0
197296,47261,0,mg/kg/day,64,15
197297,47262,0,mg/kg/day,64,2
197298,47263,0,mg/kg/day,64,0
197299,47264,0,mg/kg/day,64,2
197300,47265,0,mg/kg/day,64,1
197301,47266,0,mg/kg/day,64,34
149148,47267,0,ug/kg/day,60,0
149149,47268,0,ug/kg/day,60,23
149150,47269,0,ug/kg/day,60,56
149151,47270,0,ug/kg/day,60,2
149152,47271,0,ug/kg/day,60,47
149331,47278,0,ug/kg/day,80,6
199005,47310,0,mg/kg/day,10,0
199006,47311,0,mg/kg/day,10,0
150663,47312,0,ug/kg/day,38,0
148151,47444,0,ug/kg/day,50,19
148152,47445,0,ug/kg/day,50,2
148153,47446,0,ug/kg/day,50,2
148154,47447,0,ug/kg/day,50,22
148155,47448,0,ug/kg/day,50,2
148156,47449,0,ug/kg/day,50,4
148157,47450,0,ug/kg/day,50,25
148159,47451,0,ug/kg/day,50,0
148162,47452,0,ug/kg/day,50,0
148163,47453,0,ug/kg/day,50,23
147774,47460,0,ug/kg/day,56,0
147775,47461,0,ug/kg/day,43,1
147778,47462,0,ug/kg/day,52,0
147754,47463,0,ug/kg/day,57,1
147755,47464,0,ug/kg/day,64,13
134119,47560,0,g/kg/day,44,0
134122,47561,0,g/kg/day,48,4
134123,47562,0,g/kg/day,48,1
134124,47563,0,g/kg/day,50,20
149000,47576,0,ug/kg/day,50,1
149001,47577,0,ug/kg/day,50,5
149002,47578,0,ug/kg/day,50,1
149003,47579,0,ug/kg/day,50,3
149008,47580,0,ug/kg/day,50,12
149009,47581,0,ug/kg/day,50,7
149010,47582,0,ug/kg/day,50,2
149011,47583,0,ug/kg/day,50,7
199327,47690,0,mg/kg/day,24,4
199829,47691,0,mg/kg/day,214,0
199831,47692,0,mg/kg/day,214,0
195218,47753,0,mg/kg/day,100,1
195219,47754,0,mg/kg/day,100,16
195221,47755,0,mg/kg/day,100,41
195222,47756,0,mg/kg/day,100,49
195225,47757,0,mg/kg/day,100,19
195228,47758,0,mg/kg/day,100,6
195229,47759,0,mg/kg/day,115,1
195230,47760,0,mg/kg/day,115,80
195232,47761,0,mg/kg/day,115,72
195234,47762,0,mg/kg/day,115,1
195236,47763,0,mg/kg/day,115,37
195237,47764,0,mg/kg/day,115,57
191886,47771,0,mg/kg/day,27,0
148765,47801,0,ug/kg/day,12,0
149124,47820,0,ug/kg/day,36,0
149125,47821,0,ug/kg/day,36,1
149126,47822,0,ug/kg/day,36,1
198851,47827,0,mg/kg/day,100,1
198852,47828,0,mg/kg/day,100,1
198858,47829,0,mg/kg/day,100,10
198859,47830,0,mg/kg/day,100,19
198862,47831,0,mg/kg/day,100,35
198865,47832,0,mg/kg/day,115,34
198871,47833,0,mg/kg/day,115,17
198874,47834,0,mg/kg/day,115,23
150214,47835,0,ug/kg/day,48,6
150215,47836,0,ug/kg/day,48,0
150216,47837,0,ug/kg/day,47,3
150217,47838,0,ug/kg/day,50,12
150218,47839,0,ug/kg/day,50,9
193389,47916,0,mg/kg/day,10,0
193335,47925,0,mg/kg/day,50,10
193336,47926,0,mg/kg/day,50,1
193343,47927,0,mg/kg/day,50,0
193344,47928,0,mg/kg/day,50,0
193345,47929,0,mg/kg/day,50,44
193346,47930,0,mg/kg/day,50,0
193347,47931,0,mg/kg/day,50,28
193551,47941,0,mg/kg/day,30,0
193552,47942,0,mg/kg/day,30,0
193553,47943,0,mg/kg/day,30,0
195331,48020,0,mg/kg/day,16,0
195332,48021,0,mg/kg/day,16,0
195333,48022,0,mg/kg/day,5,0
195334,48023,0,mg/kg/day,5,0
195336,48024,0,mg/kg/day,5,0
195337,48025,0,mg/kg/day,5,0
195341,48026,0,mg/kg/day,16,0
148407,48085,0,ug/kg/day,100,0
148408,48086,0,ug/kg/day,100,48
148410,48087,0,ug/kg/day,100,15
148414,48088,0,ug/kg/day,99,0
148415,48089,0,ug/kg/day,99,29
148416,48090,0,ug/kg/day,99,29
148417,48091,0,ug/kg/day,99,50
148418,48092,0,ug/kg/day,99,87
148420,48093,0,ug/kg/day,100,4
148421,48094,0,ug/kg/day,100,0
148422,48095,0,ug/kg/day,100,72
195664,48096,0,mg/kg/day,150,1
195665,48097,0,mg/kg/day,150,4
148731,48100,0,ug/kg/day,10,0
197889,48147,0,mg/kg/day,51,7
197890,48148,0,mg/kg/day,51,36
197894,48149,0,mg/kg/day,49,4
197895,48150,0,mg/kg/day,49,15
197896,48151,0,mg/kg/day,49,39
198032,48196,0,mg/kg/day,50,5
198033,48197,0,mg/kg/day,50,14
198034,48198,0,mg/kg/day,50,19
198035,48199,0,mg/kg/day,50,27
198036,48200,0,mg/kg/day,50,18
198037,48201,0,mg/kg/day,50,6
198038,48202,0,mg/kg/day,50,11
198039,48203,0,mg/kg/day,50,1
198040,48204,0,mg/kg/day,50,37
198041,48205,0,mg/kg/day,50,28
198042,48206,0,mg/kg/day,50,15
198028,48207,0,mg/kg/day,10,0
198029,48208,0,mg/kg/day,10,0
198048,48209,0,mg/kg/day,50,4
198050,48210,0,mg/kg/day,50,29
198051,48211,0,mg/kg/day,50,40
198990,48297,0,mg/kg/day,50,7
198991,48298,0,mg/kg/day,50,5
198992,48299,0,mg/kg/day,50,7
198993,48300,0,mg/kg/day,50,39
199002,48301,0,mg/kg/day,49,12
199003,48302,0,mg/kg/day,49,1
199004,48303,0,mg/kg/day,49,49
150271,48304,0,ug/kg/day,10,0
199510,48311,0,mg/kg/day,23,0
199511,48312,0,mg/kg/day,23,0
199513,48313,0,mg/kg/day,25,0
199514,48314,0,mg/kg/day,25,2
199515,48315,0,mg/kg/day,25,1
199505,48316,0,mg/kg/day,15,0
199506,48317,0,mg/kg/day,15,0
199507,48318,0,mg/kg/day,33,0
199508,48319,0,mg/kg/day,33,0
150466,48320,0,ug/kg/day,100,1
150467,48321,0,ug/kg/day,100,9
150468,48322,0,ug/kg/day,100,36
150469,48323,0,ug/kg/day,100,1
150470,48324,0,ug/kg/day,100,1
150471,48325,0,ug/kg/day,100,13
150472,48326,0,ug/kg/day,100,8
150473,48327,0,ug/kg/day,100,16
150474,48328,0,ug/kg/day,100,1
150475,48329,0,ug/kg/day,100,17
150477,48330,0,ug/kg/day,100,57
150482,48331,0,ug/kg/day,100,19
150483,48332,0,ug/kg/day,100,7
150484,48333,0,ug/kg/day,100,11
150485,48334,0,ug/kg/day,100,4
150487,48335,0,ug/kg/day,100,33
150459,48336,0,ug/kg/day,8,0
199872,48362,0,mg/kg/day,18,0
199873,48363,0,mg/kg/day,18,0
199874,48364,0,mg/kg/day,21,0
199875,48365,0,mg/kg/day,21,0
199870,48366,0,mg/kg/day,5,0
199871,48367,0,mg/kg/day,10,0
199876,48368,0,mg/kg/day,5,0
199877,48369,0,mg/kg/day,5,0
199879,48370,0,mg/kg/day,50,0
199880,48371,0,mg/kg/day,50,30
199881,48372,0,mg/kg/day,49,42
